,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
5650,37,0,1,2,0,0,1,0,0,17,9,65,2,119,1,0,no
8083,33,4,2,1,0,2955,1,0,0,18,8,178,2,-1,0,3,no
1818,28,1,2,1,0,524,1,0,0,6,8,554,2,-1,0,3,yes
7858,35,9,2,1,0,365,1,0,2,8,8,256,2,-1,0,3,no
4285,36,2,1,1,0,2971,0,0,0,12,9,247,1,97,8,0,yes
10542,32,4,1,2,0,1683,1,1,0,20,0,72,2,-1,0,3,no
10581,35,4,2,2,0,688,0,0,0,2,3,504,1,-1,0,3,no
3425,34,4,1,2,0,589,0,0,0,19,0,125,2,-1,0,3,yes
6013,47,10,0,1,0,0,0,1,0,30,4,127,2,233,8,1,no
236,35,0,0,1,0,437,1,0,2,4,6,908,1,-1,0,3,yes
7260,41,9,0,1,0,75,0,0,0,20,1,351,2,-1,0,3,no
7187,51,0,1,1,0,2662,0,0,1,28,4,148,2,-1,0,3,no
4830,28,1,1,1,0,61,1,0,0,4,8,226,2,319,1,2,yes
10571,56,3,0,0,0,61,0,0,0,2,6,144,1,-1,0,3,no
4907,34,9,2,1,0,2729,1,0,0,18,9,835,1,-1,0,3,yes
5750,39,4,1,2,0,839,0,1,0,11,10,365,2,774,11,0,no
3571,47,7,0,3,0,973,0,0,0,27,8,489,1,479,1,0,yes
6691,81,5,0,3,0,0,0,0,1,16,10,128,1,-1,0,3,no
2585,59,10,1,1,0,1047,0,0,0,21,1,438,1,184,3,2,yes
2021,27,7,2,1,0,353,1,0,0,15,8,663,1,-1,0,3,yes
7131,29,1,2,1,0,228,0,0,0,5,3,355,1,-1,0,3,no
11004,55,1,1,0,0,-79,0,1,2,27,6,293,3,-1,0,3,no
8057,37,8,0,2,0,0,0,0,1,30,5,100,6,-1,0,3,no
6279,26,7,2,1,0,1114,0,0,0,9,3,44,2,-1,0,3,no
7124,50,9,1,1,0,103,1,0,2,12,8,79,6,-1,0,3,no
358,28,0,2,1,0,-7,0,1,2,26,6,3183,2,-1,0,3,yes
2066,29,9,2,2,0,615,1,0,0,18,8,373,1,-1,0,3,yes
4475,26,8,2,1,0,4613,0,0,0,28,8,663,3,196,2,1,yes
9898,41,1,2,3,0,961,1,0,2,29,8,117,1,-1,0,3,no
2397,79,5,1,0,0,429,0,0,1,8,5,1006,2,-1,0,3,yes
7189,47,1,1,0,0,550,1,0,2,7,8,113,1,-1,0,3,no
6591,60,5,1,0,0,71,0,0,0,10,5,121,3,-1,0,3,no
7899,39,7,1,1,0,3870,1,0,0,20,0,72,1,-1,0,3,no
5543,36,1,1,0,0,223,1,0,2,14,5,12,3,-1,0,3,no
3119,54,0,1,1,0,0,0,0,0,28,4,161,1,98,2,0,yes
2242,26,4,2,2,0,2786,0,0,0,3,6,300,2,72,1,2,yes
7925,29,9,2,1,0,510,1,0,2,16,6,179,15,-1,0,3,no
3025,57,4,0,3,0,2986,0,0,0,17,2,222,2,231,1,0,yes
2496,59,9,1,1,0,116,0,0,0,12,1,398,4,422,3,0,yes
9879,56,4,1,1,0,230,0,0,2,9,8,73,4,-1,0,3,no
6134,36,1,1,1,0,3463,1,0,1,21,9,29,4,-1,0,3,no
11109,31,1,1,1,0,604,1,0,0,18,9,394,2,-1,0,3,no
2213,46,1,1,1,0,1568,1,0,0,2,6,310,1,55,6,1,yes
4766,34,0,1,2,0,69,0,1,0,25,9,296,1,205,2,0,yes
649,53,1,1,0,0,252,0,0,0,31,5,727,4,-1,0,3,yes
7559,39,0,1,1,0,-367,1,0,0,16,0,667,2,-1,0,3,no
2139,48,4,0,2,0,17964,1,0,0,26,8,208,2,96,3,1,yes
5621,50,4,1,2,0,-151,1,0,0,18,9,63,2,-1,0,3,no
6712,34,3,0,0,0,46,1,0,1,11,5,31,2,-1,0,3,no
4717,29,8,2,1,0,67,0,0,0,23,3,211,1,187,5,2,yes
1237,72,5,1,2,0,0,0,0,0,13,3,99,1,-1,0,3,yes
7749,26,0,1,1,0,1595,0,0,0,2,7,54,1,-1,0,3,no
4607,24,1,1,1,0,272,0,0,0,16,9,105,2,94,2,2,yes
6329,30,9,2,2,0,106,1,0,0,13,8,119,3,-1,0,3,no
287,58,0,1,1,0,826,0,0,2,12,6,885,1,-1,0,3,yes
9213,38,4,1,2,0,-498,0,0,0,14,1,85,6,-1,0,3,no
552,27,9,1,1,0,-392,1,0,0,23,5,228,2,-1,0,3,yes
10431,29,1,2,1,0,202,0,0,0,30,4,128,2,-1,0,3,no
6228,41,4,1,2,0,223,1,0,2,16,8,124,1,-1,0,3,no
9370,29,1,2,1,0,0,0,0,0,6,3,437,2,-1,0,3,no
9735,41,1,1,1,0,923,1,0,2,14,8,249,2,-1,0,3,no
863,41,9,1,2,0,231,0,0,0,26,1,428,2,-1,0,3,yes
1423,48,4,1,1,0,4415,1,0,0,8,0,1032,3,141,7,0,yes
647,55,3,0,0,0,77,0,0,0,31,5,463,6,-1,0,3,yes
7811,32,1,2,1,0,138,1,0,0,15,8,215,2,-1,0,3,no
6793,40,1,1,1,0,475,1,0,2,5,8,332,2,-1,0,3,no
4722,56,4,0,2,0,4266,1,0,2,17,6,490,4,-1,0,3,yes
3758,33,0,2,2,0,146,0,0,0,23,5,351,3,-1,0,3,yes
8673,55,9,0,2,0,0,1,0,2,30,8,234,1,-1,0,3,no
8309,39,9,1,1,0,8,0,1,0,17,9,333,2,96,2,0,no
10279,30,9,2,2,0,0,0,0,0,22,1,34,2,-1,0,3,no
7003,37,9,2,1,0,-59,1,0,0,22,5,70,1,-1,0,3,no
8032,37,4,1,2,0,355,0,0,0,4,1,340,1,-1,0,3,no
3776,27,9,2,1,0,204,0,0,0,28,5,471,2,-1,0,3,yes
3369,30,6,2,2,0,916,0,0,0,29,7,92,2,90,2,2,yes
2874,59,4,1,1,0,4412,0,0,0,2,9,162,2,-1,0,3,yes
7341,35,0,1,1,0,557,1,0,0,17,6,54,4,-1,0,3,no
1943,51,1,0,0,0,-19,1,0,0,13,8,829,1,296,11,0,yes
3547,47,1,1,1,0,1568,1,0,0,21,8,226,3,91,8,2,yes
3905,31,7,2,1,0,-205,0,0,0,1,11,481,1,579,1,0,yes
5278,31,10,1,2,0,330,0,0,0,13,5,309,1,181,3,2,yes
9090,27,7,2,1,0,-151,0,0,0,8,5,283,2,-1,0,3,no
3157,38,9,1,1,0,318,0,0,0,4,3,383,1,181,5,0,yes
5872,32,4,2,2,0,0,1,1,0,17,9,107,2,-1,0,3,no
2337,26,7,2,1,0,1347,0,0,1,18,6,280,6,92,5,1,yes
1136,26,8,2,1,0,0,0,0,0,2,3,1223,2,-1,0,3,yes
7535,28,4,2,2,0,3238,1,0,2,19,8,7,1,-1,0,3,no
9484,38,4,1,2,0,1617,1,0,0,16,0,691,1,-1,0,3,no
6736,45,7,1,1,0,0,0,0,0,11,5,106,2,-1,0,3,no
280,59,5,1,3,0,1033,0,0,2,11,6,1199,1,-1,0,3,yes
8945,26,9,2,2,0,192,1,0,2,15,8,477,1,-1,0,3,no
5522,28,9,2,2,0,375,1,0,0,14,8,43,1,350,1,1,no
675,52,7,1,1,0,1000,0,0,0,5,1,766,2,-1,0,3,yes
7760,42,9,2,1,0,0,1,0,2,6,8,293,1,-1,0,3,no
2966,28,8,2,1,0,1925,0,0,0,25,9,487,1,97,2,0,yes
5843,42,1,1,1,0,1958,1,0,2,30,8,124,3,-1,0,3,no
10769,48,0,1,3,0,0,1,0,0,8,8,85,1,168,2,0,no
2547,50,9,1,1,0,2218,1,0,0,17,1,711,1,-1,0,3,yes
4733,26,4,2,2,0,390,0,0,0,7,1,325,1,-1,0,3,yes
4805,39,2,1,0,0,437,1,0,2,27,10,150,1,-1,0,3,yes
9846,32,1,2,1,0,232,0,0,2,13,2,232,1,-1,0,3,no
4540,48,2,2,1,0,315,0,0,2,11,3,271,1,-1,0,3,yes
8935,38,2,1,2,0,4,1,0,0,16,5,158,1,-1,0,3,no
3062,31,9,2,1,0,2544,0,0,0,12,4,229,1,279,2,2,yes
6078,33,1,1,1,1,2,0,0,2,23,8,74,4,-1,0,3,no
5108,35,4,1,3,0,2326,1,1,0,16,11,319,1,-1,0,3,yes
3695,50,11,1,3,0,558,0,0,0,9,5,464,1,683,6,0,yes
9592,34,0,2,1,0,1581,1,1,2,20,8,52,11,-1,0,3,no
1842,26,1,2,1,0,311,1,0,0,7,8,798,2,-1,0,3,yes
2618,45,4,1,2,0,4119,1,1,1,31,1,473,2,283,1,2,yes
10152,24,8,2,1,0,423,1,0,2,5,8,226,3,-1,0,3,no
195,45,9,2,1,0,410,1,0,2,30,8,891,4,-1,0,3,yes
5681,28,1,2,1,0,97,1,0,2,7,8,67,1,-1,0,3,no
2154,24,0,2,2,0,0,1,0,0,27,8,122,2,-1,0,3,yes
655,49,7,1,1,0,388,0,0,1,31,5,1032,4,-1,0,3,yes
6178,40,1,1,1,0,1028,1,1,0,17,0,319,1,-1,0,3,no
8601,53,3,1,0,0,70,0,0,0,21,1,77,8,-1,0,3,no
8606,30,9,2,1,0,1286,0,0,1,28,1,44,12,-1,0,3,no
7574,31,4,1,2,0,1170,0,0,0,20,1,200,4,-1,0,3,no
5969,33,1,1,1,0,19,1,0,0,4,3,56,1,271,1,1,no
7631,36,1,2,1,0,111,1,0,0,6,8,174,3,-1,0,3,no
9177,44,1,2,0,0,1308,0,1,2,19,6,161,1,-1,0,3,no
7312,46,10,0,1,0,0,0,0,0,30,5,638,3,-1,0,3,no
3741,45,4,1,2,0,31472,0,0,0,19,5,568,7,-1,0,3,yes
9297,32,3,1,1,0,0,0,0,0,21,1,435,2,-1,0,3,no
6990,36,4,1,2,0,332,1,0,0,22,8,566,7,-1,0,3,no
2527,26,0,2,1,0,255,0,0,0,14,1,209,2,106,2,2,yes
8979,36,0,2,1,0,10041,1,0,0,20,9,91,2,184,1,1,no
8503,50,4,1,1,0,2910,0,0,1,19,9,433,1,113,1,0,no
8545,34,9,1,1,0,1254,0,0,0,6,8,77,3,-1,0,3,no
3710,26,1,2,1,0,2007,0,0,0,13,5,272,3,182,2,2,yes
8292,26,1,2,1,0,2669,1,0,0,16,0,242,1,-1,0,3,no
9278,41,1,1,1,0,0,0,0,2,5,6,85,2,-1,0,3,no
4069,63,5,2,2,0,791,0,0,0,21,10,212,2,-1,0,3,yes
11077,54,5,0,2,0,6102,1,1,2,21,8,86,6,-1,0,3,no
1229,69,5,1,0,0,2346,0,0,0,11,3,354,2,-1,0,3,yes
4897,29,1,1,1,0,8,1,1,0,10,5,627,1,-1,0,3,yes
1793,30,1,1,1,0,61,1,0,0,5,8,525,1,-1,0,3,yes
3281,73,5,1,3,0,519,0,0,1,26,3,270,3,133,2,2,yes
4750,71,5,0,0,0,1729,0,0,0,17,9,456,2,-1,0,3,yes
3934,51,4,2,2,0,151,1,0,0,8,11,638,1,427,3,2,yes
10188,54,5,0,1,0,2761,0,0,0,16,5,771,1,-1,0,3,no
5906,45,9,0,1,0,0,0,0,0,26,1,64,2,-1,0,3,no
11121,30,4,2,2,0,0,0,0,0,18,1,124,3,-1,0,3,no
5037,40,7,1,1,0,446,1,0,2,16,8,1252,1,-1,0,3,yes
9727,31,1,1,1,0,64,1,0,0,18,5,302,3,-1,0,3,no
5203,51,4,1,2,0,0,0,0,2,7,6,302,1,-1,0,3,yes
8303,33,9,1,1,0,14850,1,0,0,5,3,122,5,-1,0,3,no
11041,39,0,2,1,0,0,0,1,2,19,6,142,1,-1,0,3,no
11025,43,9,1,1,0,0,0,0,0,19,1,313,3,-1,0,3,no
2557,67,5,0,2,0,443,0,0,0,18,1,441,1,-1,0,3,yes
3310,33,4,0,2,0,2240,0,0,0,8,7,264,2,278,1,2,yes
3955,28,8,2,2,0,5741,0,0,0,10,11,1042,5,200,3,0,yes
37,33,4,0,1,0,5,1,0,2,13,8,1346,1,-1,0,3,yes
10549,40,1,1,1,0,750,1,1,0,16,0,340,1,281,1,0,no
5386,39,4,1,2,0,3518,1,0,0,8,8,440,1,-1,0,3,no
7305,53,4,1,2,0,37,0,0,0,28,1,51,9,-1,0,3,no
9726,39,6,2,2,0,2298,1,1,0,20,0,13,2,319,18,1,no
7495,39,1,1,1,0,5222,1,0,2,28,8,102,1,-1,0,3,no
5698,35,11,1,0,0,634,0,0,0,7,5,185,2,-1,0,3,no
6062,25,4,2,2,0,2399,1,0,2,3,6,193,2,-1,0,3,no
4262,33,7,1,1,0,1697,0,0,0,4,8,489,1,182,1,2,yes
5811,36,4,1,0,0,3953,1,0,0,19,9,277,1,-1,0,3,no
9321,30,9,1,2,0,141,0,0,0,29,4,166,2,-1,0,3,no
3443,43,9,2,3,0,11115,0,0,0,23,0,291,1,182,3,2,yes
7580,36,1,0,0,0,0,0,0,0,14,8,543,2,-1,0,3,no
284,36,10,1,1,0,1766,0,0,2,11,6,595,2,-1,0,3,yes
9023,52,1,1,0,0,924,0,0,0,21,1,93,4,-1,0,3,no
6341,37,1,1,3,0,-1050,1,0,2,2,6,548,2,-1,0,3,no
6361,60,1,1,1,0,19447,1,0,1,9,5,196,1,-1,0,3,no
2731,30,9,2,1,0,158,0,0,0,6,10,144,1,-1,0,3,yes
6338,29,11,2,1,0,923,0,0,0,26,8,333,1,-1,0,3,no
3824,48,3,2,0,0,46,0,0,0,4,1,118,1,1,3,2,yes
10399,35,0,2,2,0,777,0,1,0,28,8,85,1,-1,0,3,no
4273,60,5,0,1,0,514,0,0,0,16,7,263,1,124,9,1,yes
5831,53,5,1,1,0,4968,0,0,0,6,8,109,1,87,2,0,no
7870,32,0,2,1,0,223,1,1,2,27,8,236,4,-1,0,3,no
541,25,0,1,3,0,349,1,0,0,22,5,1037,8,-1,0,3,yes
6927,51,1,1,3,0,41,1,0,1,9,5,16,43,-1,0,3,no
4099,38,2,2,1,0,2543,0,0,0,11,9,357,3,93,5,2,yes
7403,35,6,2,2,0,-30,0,0,0,4,3,218,2,-1,0,3,no
7313,52,9,1,1,0,930,1,0,2,2,6,94,16,-1,0,3,no
6560,39,4,1,2,0,45,0,0,0,28,1,148,4,-1,0,3,no
4428,30,4,2,2,0,720,0,0,0,15,4,1265,4,210,4,1,yes
1640,45,4,1,2,0,242,0,0,0,30,0,587,1,-1,0,3,yes
2437,57,7,2,1,0,0,0,0,0,6,1,355,1,-1,0,3,yes
10458,53,1,1,1,1,-634,0,0,0,19,1,695,3,-1,0,3,no
6417,27,0,2,1,0,592,1,1,0,5,3,466,3,-1,0,3,no
3391,53,9,1,2,0,9001,0,0,0,5,0,170,1,-1,0,3,yes
9915,31,9,2,2,0,-749,1,1,0,29,5,82,4,-1,0,3,no
5127,27,9,2,2,0,667,0,0,0,29,4,866,2,-1,0,3,yes
3353,22,9,2,1,0,283,1,0,0,22,7,254,2,-1,0,3,yes
5004,42,4,1,2,0,2187,1,0,0,17,9,525,3,-1,0,3,yes
8789,44,4,2,2,0,709,1,0,0,19,9,54,1,-1,0,3,no
7711,28,1,2,0,0,426,1,0,0,18,8,953,3,-1,0,3,no
112,32,9,1,1,0,791,1,0,2,21,8,783,2,-1,0,3,yes
9220,31,11,1,2,0,526,0,0,0,26,1,130,13,-1,0,3,no
10297,32,1,1,0,0,1076,1,0,2,19,8,67,1,-1,0,3,no
2574,20,8,2,1,0,215,0,0,0,21,1,228,4,183,1,1,yes
10858,54,4,1,1,0,2895,1,0,0,9,3,20,2,256,1,0,no
7491,42,7,0,1,0,466,0,0,0,28,4,48,1,-1,0,3,no
8846,37,7,1,1,0,1498,1,0,0,20,0,107,1,-1,0,3,no
4904,34,1,0,1,0,383,1,0,2,13,8,2231,1,-1,0,3,yes
5856,37,1,1,0,0,-196,1,0,2,26,8,166,2,-1,0,3,no
1977,29,1,1,1,0,7863,1,0,0,14,8,1129,1,-1,0,3,yes
4322,58,4,1,2,0,3342,0,0,0,5,3,344,5,-1,0,3,yes
6536,52,6,0,1,0,385,0,1,0,26,1,96,4,-1,0,3,no
2442,66,5,1,2,0,3,0,0,0,6,1,550,1,-1,0,3,yes
1047,59,4,1,2,0,7049,0,0,0,21,9,530,1,163,2,0,yes
6690,53,1,1,1,0,5700,1,0,2,14,8,97,1,-1,0,3,no
2899,40,4,1,2,0,0,0,0,0,10,9,147,1,96,8,2,yes
7280,26,9,2,1,0,84,1,0,0,29,5,70,3,-1,0,3,no
10301,32,6,1,2,0,102,0,0,0,22,1,398,5,-1,0,3,no
10643,48,0,1,1,0,191,1,0,0,5,3,238,3,-1,0,3,no
7799,50,0,1,1,0,-195,0,0,0,22,1,119,4,-1,0,3,no
4987,32,9,1,1,0,473,0,1,0,10,1,1064,1,95,3,2,yes
9358,58,9,1,3,0,49,1,0,2,15,8,75,2,-1,0,3,no
5599,33,1,1,1,0,1541,1,0,2,23,8,423,2,-1,0,3,no
10886,31,2,2,2,0,734,1,0,0,7,8,295,1,168,4,1,no
1345,32,2,2,2,0,-34,1,0,0,11,7,101,1,-1,0,3,yes
2564,32,4,1,2,0,1270,0,0,0,19,1,232,3,-1,0,3,yes
2707,25,4,2,2,0,808,0,0,0,18,11,267,2,114,2,0,yes
6578,32,0,1,1,0,0,0,0,2,23,8,206,3,-1,0,3,no
6559,32,4,1,2,0,713,1,0,0,11,1,76,7,-1,0,3,no
9040,36,0,1,1,0,162,1,1,0,20,0,340,2,-1,0,3,no
3194,77,5,1,1,0,638,0,0,0,11,3,288,1,188,1,2,yes
9588,35,4,2,2,0,304,1,0,0,19,9,274,2,-1,0,3,no
10605,35,2,1,2,0,542,1,1,2,27,8,591,5,-1,0,3,no
4843,58,0,1,1,0,4348,1,0,0,23,6,790,4,141,1,1,yes
4789,60,0,0,1,0,-41,1,1,0,6,3,1658,1,262,1,0,yes
2702,29,4,2,2,0,874,1,0,0,16,11,152,1,103,1,2,yes
8682,32,1,2,1,0,413,1,0,0,19,9,270,1,-1,0,3,no
1699,28,9,2,1,0,227,0,0,0,30,0,278,1,-1,0,3,yes
4374,35,1,1,3,0,1201,0,0,2,18,6,537,1,-1,0,3,yes
11085,60,9,1,0,0,4243,1,0,0,4,3,387,1,251,1,0,no
10293,31,7,1,3,0,-82,1,0,0,31,5,543,31,-1,0,3,no
7758,27,1,2,1,0,484,1,0,0,15,0,309,2,-1,0,3,no
6038,39,4,1,2,0,0,1,1,0,17,5,301,1,-1,0,3,no
4386,38,4,1,2,0,613,0,0,0,3,3,239,1,-1,0,3,yes
10885,39,1,0,1,0,36,1,0,2,12,8,109,2,-1,0,3,no
5431,42,4,1,0,0,860,1,0,2,15,8,90,3,-1,0,3,no
6651,60,5,1,0,0,566,0,1,0,23,5,423,1,-1,0,3,no
3070,31,10,1,2,0,330,0,0,0,13,4,260,1,194,2,2,yes
5597,45,4,0,2,0,3150,1,0,0,17,9,101,2,-1,0,3,no
8168,44,6,1,3,0,680,1,0,1,30,5,84,4,-1,0,3,no
7174,42,7,2,3,0,974,0,0,0,30,5,73,2,-1,0,3,no
3743,57,5,1,1,0,3738,1,0,0,20,5,178,2,92,8,0,yes
1219,49,7,1,1,0,320,0,0,1,9,3,1971,4,-1,0,3,yes
10717,39,4,1,2,0,1241,1,0,0,5,6,138,2,-1,0,3,no
6106,43,7,1,1,0,1220,0,0,0,28,5,307,2,-1,0,3,no
619,44,1,1,1,0,0,0,0,0,30,5,684,2,-1,0,3,yes
7196,36,4,0,2,0,649,0,0,0,16,5,237,2,91,1,0,no
978,47,4,1,3,0,4189,1,0,0,19,9,489,3,-1,0,3,yes
3833,41,4,1,2,0,1092,0,0,0,5,1,736,1,-1,0,3,yes
1966,28,0,0,1,0,-504,1,1,0,14,8,578,1,-1,0,3,yes
1168,69,5,1,0,0,324,0,0,0,4,3,136,4,-1,0,3,yes
9810,27,1,2,1,0,23,0,0,0,26,3,590,2,-1,0,3,no
9339,53,9,1,1,0,65,0,0,0,25,9,99,1,92,2,0,no
10120,31,9,2,2,0,53,0,0,0,28,4,97,2,-1,0,3,no
3526,50,0,1,1,0,3608,1,0,0,14,8,196,8,182,4,2,yes
11143,38,10,0,1,0,189,1,1,0,21,5,105,2,-1,0,3,no
1336,30,4,2,2,0,4808,0,0,0,10,7,272,1,-1,0,3,yes
1672,37,1,1,1,0,1330,0,0,0,30,0,390,1,-1,0,3,yes
9175,46,4,2,2,0,2223,0,0,2,12,6,67,3,-1,0,3,no
1052,30,7,2,1,0,495,1,0,0,21,9,641,1,-1,0,3,yes
8598,53,4,1,3,0,527,1,0,0,23,5,71,3,-1,0,3,no
9266,34,0,0,1,0,627,1,0,2,7,8,283,2,-1,0,3,no
4796,35,7,2,2,0,0,0,0,0,3,5,704,1,-1,0,3,yes
10077,43,4,1,3,0,5172,1,0,2,29,8,57,3,-1,0,3,no
7875,35,0,2,2,0,1374,1,0,0,15,8,319,1,-1,0,3,no
1086,42,4,1,2,0,1275,1,1,0,21,9,925,5,-1,0,3,yes
2108,36,4,1,2,0,255,0,0,0,22,8,970,2,92,2,1,yes
2551,22,8,2,1,0,948,0,0,1,18,1,215,1,197,2,0,yes
2927,27,8,2,2,0,5291,0,0,0,12,9,192,2,92,2,0,yes
5054,33,1,2,0,0,611,0,0,1,16,11,390,2,-1,0,3,yes
10763,55,7,1,2,0,606,0,1,0,18,9,114,2,-1,0,3,no
4531,46,6,2,1,0,526,0,0,0,30,0,523,1,87,2,1,yes
1170,49,1,0,1,0,10613,0,1,0,4,3,1226,1,-1,0,3,yes
10794,45,4,1,0,0,321,1,0,0,30,5,918,4,-1,0,3,no
2246,43,1,1,0,0,3917,0,0,0,3,6,725,2,93,1,2,yes
2291,31,4,2,2,0,924,0,0,0,5,6,207,2,98,1,2,yes
4383,31,1,1,1,0,152,1,1,0,8,5,831,1,-1,0,3,yes
2130,32,9,2,2,0,705,1,0,0,25,8,414,2,35,4,0,yes
10955,39,9,1,1,0,-1451,1,1,0,30,5,65,5,-1,0,3,no
4676,41,7,2,1,0,-675,1,1,0,18,7,147,4,-1,0,3,yes
4054,39,0,0,1,0,728,1,1,0,18,10,222,1,-1,0,3,yes
281,56,1,1,1,0,1210,0,0,2,11,6,935,1,-1,0,3,yes
1653,47,1,1,1,0,1230,1,0,0,30,0,412,1,169,1,2,yes
11099,31,4,2,2,0,78,1,0,0,22,5,369,2,-1,0,3,no
10816,47,4,1,3,0,1128,0,0,0,28,4,65,2,-1,0,3,no
9209,40,4,1,1,0,643,1,0,0,17,0,74,2,256,1,0,no
1546,35,4,1,2,0,43,1,0,0,20,0,860,1,-1,0,3,yes
6981,38,2,1,2,0,678,0,1,0,18,9,82,2,152,1,0,no
8529,38,3,0,2,0,4312,0,0,0,15,8,67,4,175,6,0,no
10586,59,4,0,2,0,893,1,0,0,16,0,206,4,-1,0,3,no
2295,31,10,2,1,0,582,1,0,0,5,6,548,2,-1,0,3,yes
898,51,2,1,2,0,5254,1,0,2,23,10,134,1,-1,0,3,yes
1905,31,0,2,2,0,355,1,0,0,12,8,609,1,-1,0,3,yes
7633,26,7,2,1,0,37,0,1,0,2,3,219,5,-1,0,3,no
10123,27,4,2,3,0,3196,0,0,0,9,3,10,2,-1,0,3,no
3458,30,0,2,1,0,915,1,0,2,27,0,370,1,-1,0,3,yes
3889,37,9,1,2,0,341,0,0,0,13,1,287,3,182,3,2,yes
7451,41,1,0,1,0,3,1,0,0,31,5,228,4,-1,0,3,no
614,47,10,1,1,0,312,0,0,0,29,5,884,1,-1,0,3,yes
3753,54,4,0,2,0,5475,0,0,0,22,5,321,4,-1,0,3,yes
3200,59,9,1,1,0,116,0,0,0,11,3,268,1,183,7,2,yes
6244,52,7,1,3,0,482,1,1,0,28,5,83,7,-1,0,3,no
8833,40,1,1,1,0,737,1,0,2,30,8,135,2,-1,0,3,no
6316,33,9,1,1,0,3071,1,1,0,21,5,323,1,-1,0,3,no
7740,39,0,2,1,0,6512,0,0,2,20,6,16,6,-1,0,3,no
8841,41,9,1,1,0,871,1,0,2,6,8,145,1,-1,0,3,no
7059,40,9,2,1,0,153,0,0,0,7,1,125,2,-1,0,3,no
10750,44,10,0,1,0,522,0,0,0,7,0,411,1,-1,0,3,no
5462,42,4,0,2,0,266,0,1,0,28,4,228,1,-1,0,3,no
10570,77,11,1,3,0,397,0,0,1,8,9,207,1,185,3,2,no
5845,42,9,1,1,0,1013,0,1,0,28,1,117,8,-1,0,3,no
7717,30,4,2,2,0,1675,0,0,0,4,11,181,1,-1,0,3,no
1596,45,9,1,2,0,5110,0,0,0,22,0,341,2,-1,0,3,yes
7958,30,4,2,2,0,218,0,0,2,3,6,75,1,-1,0,3,no
7684,37,1,1,0,0,1796,1,1,0,17,0,232,2,-1,0,3,no
2285,54,4,1,2,0,8295,0,0,0,5,6,207,1,-1,0,3,yes
10175,29,1,2,1,0,234,1,0,0,8,8,139,1,345,1,1,no
9885,32,4,1,2,0,2213,0,0,0,29,4,125,2,154,7,0,no
6760,35,1,1,0,0,0,1,0,0,8,8,265,1,290,2,0,no
6080,52,1,1,1,0,1500,0,1,2,20,6,109,3,-1,0,3,no
1460,34,4,1,2,0,703,1,0,0,14,0,342,1,-1,0,3,yes
3160,36,0,2,2,0,994,0,0,0,5,3,195,1,176,5,0,yes
2901,71,3,0,0,0,1311,0,0,0,10,9,301,2,91,1,2,yes
835,50,7,1,1,0,1501,0,0,0,21,1,946,4,-1,0,3,yes
3800,53,0,2,1,0,2398,1,0,0,2,1,317,1,180,2,0,yes
2445,38,0,1,2,0,4297,0,0,0,7,1,206,2,-1,0,3,yes
2840,65,5,1,0,0,1004,0,0,0,28,10,371,1,-1,0,3,yes
6396,56,0,1,1,0,360,1,1,0,24,5,98,2,-1,0,3,no
9124,49,1,1,0,0,247,0,1,0,22,5,283,1,-1,0,3,no
6941,33,9,1,2,0,5641,0,0,0,18,1,168,2,-1,0,3,no
3262,32,4,1,2,0,302,1,1,2,23,3,61,1,384,2,0,yes
10724,35,10,1,1,0,2228,0,0,2,19,6,461,2,-1,0,3,no
5875,44,4,1,2,0,58,1,0,0,14,5,72,3,-1,0,3,no
10760,27,10,2,1,0,0,1,0,0,21,5,53,6,-1,0,3,no
1899,47,0,1,1,0,663,1,1,0,12,8,409,1,274,6,1,yes
9975,42,1,1,1,0,1468,1,0,2,28,8,136,1,-1,0,3,no
10225,35,2,2,1,0,866,1,0,0,19,9,147,1,-1,0,3,no
6923,32,0,2,1,0,10218,1,0,0,19,9,149,2,-1,0,3,no
4883,24,1,2,1,0,9883,0,0,0,8,5,210,5,-1,0,3,yes
4867,24,6,2,2,0,2376,0,0,0,27,0,122,1,-1,0,3,yes
788,57,9,0,1,0,3043,0,0,0,14,1,707,2,-1,0,3,yes
9067,33,4,0,2,0,387,0,0,0,6,3,17,5,-1,0,3,no
9293,39,4,2,3,0,2887,1,0,2,7,8,42,2,-1,0,3,no
1328,44,4,2,2,0,483,0,0,0,6,7,207,2,199,6,2,yes
806,36,4,2,2,0,2944,0,0,0,18,1,882,8,-1,0,3,yes
3217,21,8,2,1,0,123,0,0,1,12,3,379,5,93,2,2,yes
10137,30,1,1,1,0,177,1,0,0,9,0,62,2,332,3,0,no
6464,41,9,1,3,0,30,1,0,0,10,5,151,1,-1,0,3,no
6766,39,9,1,2,0,11766,1,0,0,14,1,313,4,102,5,0,no
10627,47,4,1,2,0,0,0,0,2,5,6,265,2,-1,0,3,no
8225,38,0,1,1,0,46,0,0,0,7,1,48,2,-1,0,3,no
6074,40,4,0,3,0,4095,1,0,0,20,0,281,1,-1,0,3,no
2091,37,4,1,2,0,3723,0,0,0,22,8,354,1,-1,0,3,yes
6544,38,7,2,1,0,0,1,0,2,27,8,166,2,-1,0,3,no
1774,44,6,1,3,0,163,1,0,0,4,8,364,3,-1,0,3,yes
10617,41,9,1,1,0,1788,0,0,0,28,1,222,1,-1,0,3,no
